page,paragraph_enum,text,clean_text,y0,x0,y1,x1,width,height
12,0,"(e) Quality Agreement. Within [...***...] days from the Effective Date (or such longer period as agreed by the Parties in writing, but in any event prior to the first delivery of Clinical Grade Product to Bellicum), the Parties shall enter into an agreement on mutually acceptable, commercially reasonable terms that details the quality assurance obligations of each Party relating to Clinical Grade Products (the “Quality Agreement”). In the event of a conflict between the terms of the Quality Agreement and the terms of this Agreement, the provisions of this Agreement shall govern; provided, however, that the Quality Agreement shall govern in respect of quality issues.","(e) Quality Agreement. Within [...***...] days from the Effective Date (or such longer period as agreed by the Parties in writing, but in any event prior to the first delivery of Clinical Grade Product to Bellicum), the Parties shall enter into an agreement on mutually acceptable, commercially reasonable terms that details the quality assurance obligations of each Party relating to Clinical Grade Products (the “Quality Agreement”). In the event of a conflict between the terms of the Quality Agreement and the terms of this Agreement, the provisions of this Agreement shall govern; provided, however, that the Quality Agreement shall govern in respect of quality issues.",100.74726867675781,50.04999923706055,150.6160125732422,544.9501342773438,494.9001350402832,49.868743896484375
13,0,"Authorities, Applicable Laws and/or other requirements of Regulatory Authorities (in each case, a “Bellicum-Requested Change”), Bellicum shall notify Miltenyi thereof in writing. Implementation of any such proposed Bellicum-Requested Change shall be subject to Miltenyi’s consent. Miltenyi may withhold its consent to an Bellicum-Requested Change if Miltenyi reasonably determines that such change (i) does not comply with Agreed Standards, Applicable Laws or the requirements of Miltenyi’s applicable Regulatory Authority, or (ii) could have potential adverse impact on Miltenyi’s manufacturing activities or the sale of the respective Miltenyi Product to other customers. In addition, a Bellicum-Requested Change shall only be implemented following a technical and cost review which shall be conducted as promptly as is reasonably possible and in good faith by Miltenyi, at Bellicum’s cost, and shall be subject to Miltenyi and Bellicum reaching agreement as to the one-time costs and revisions to the Product Price necessitated by any such Bellicum-Requested Change. If Bellicum agrees to reimburse Miltenyi for all documented costs and expenses reasonably incurred by Miltenyi as a result of the proposed Bellicum- Requested Change and accepts a proposed Product Price adjustment that reflects a change in Miltenyi manufacturing costs resulting from such Bellicum-Requested Change, Miltenyi shall use [...***...] to implement the proposed Bellicum-Requested Change. For clarity, an agreed adjustment to the Product Price shall become effective only with respect to orders for Miltenyi Products that are manufactured in accordance with the Bellicum-Requested Change.","Authorities, Applicable Laws and/or other requirements of Regulatory Authorities (in each case, a “Bellicum-Requested Change”), Bellicum shall notify Miltenyi thereof in writing. Implementation of any such proposed Bellicum-Requested Change shall be subject to Miltenyi’s consent. Miltenyi may withhold its consent to an Bellicum-Requested Change if Miltenyi reasonably determines that such change (i) does not comply with Agreed Standards, Applicable Laws or the requirements of Miltenyi’s applicable Regulatory Authority, or (ii) could have potential adverse impact on Miltenyi’s manufacturing activities or the sale of the respective Miltenyi Product to other customers. In addition, a Bellicum-Requested Change shall only be implemented following a technical and cost review which shall be conducted as promptly as is reasonably possible and in good faith by Miltenyi, at Bellicum’s cost, and shall be subject to Miltenyi and Bellicum reaching agreement as to the one-time costs and revisions to the Product Price necessitated by any such Bellicum-Requested Change. If Bellicum agrees to reimburse Miltenyi for all documented costs and expenses reasonably incurred by Miltenyi as a result of the proposed Bellicum- Requested Change and accepts a proposed Product Price adjustment that reflects a change in Miltenyi manufacturing costs resulting from such Bellicum-Requested Change, Miltenyi shall use [...***...] to implement the proposed Bellicum-Requested Change. For clarity, an agreed adjustment to the Product Price shall become effective only with respect to orders for Miltenyi Products that are manufactured in accordance with the Bellicum-Requested Change.",101.37715148925781,50.04999923706055,231.4138641357422,544.950439453125,494.90044021606445,130.03671264648438
13,2,"Products affected by such Miltenyi-Requested Change shall not apply, and therefore Bellicum has no obligation to purchase any such Changed Miltenyi Products.","Products affected by such Miltenyi-Requested Change shall not apply, and therefore Bellicum has no obligation to purchase any such Changed Miltenyi Products.",372.81463623046875,50.04999923706055,391.75177001953125,544.9505004882812,494.9005012512207,18.9371337890625
13,3,"(f) Cooperation. In connection with any Change pursuant to this Section 3.2, the Parties shall cooperate, share information, and otherwise act in good faith to prepare the appropriate documentation as may be necessary to secure and maintain appropriate regulatory approvals or manufacturing permits for Miltenyi Product and Bellicum Product, respectively.","(f) Cooperation. In connection with any Change pursuant to this Section 3.2, the Parties shall cooperate, share information, and otherwise act in good faith to prepare the appropriate documentation as may be necessary to secure and maintain appropriate regulatory approvals or manufacturing permits for Miltenyi Product and Bellicum Product, respectively.",401.22088623046875,50.04999923706055,430.88946533203125,544.949951171875,494.89995193481445,29.6685791015625
13,4,"(g) Continued Supply. Except in the event of a Required Change, or other circumstances requiring the prompt implementation of a proposed Material Change (as such circumstances and prompt implementation are notified to Bellicum in writing and if requested by Bellicum, discussed with Bellicum in good faith), Miltenyi shall continue to supply Miltenyi Product without the proposed Material Change for as long a period as is reasonably required for Bellicum, using [...***...], to make all appropriate filings and obtain any required amendment or modification of existing regulatory approvals for Bellicum Product (unless otherwise agreed, such period not to exceed six (6) months from the date of implementation of the Material Change as provided in Miltenyi’s Change Notification pursuant to Section 3.2(b)), subject to the Parties reaching agreement, as to the one-time costs and revisions to the Product","(g) Continued Supply. Except in the event of a Required Change, or other circumstances requiring the prompt implementation of a proposed Material Change (as such circumstances and prompt implementation are notified to Bellicum in writing and if requested by Bellicum, discussed with Bellicum in good faith), Miltenyi shall continue to supply Miltenyi Product without the proposed Material Change for as long a period as is reasonably required for Bellicum, using [...***...], to make all appropriate filings and obtain any required amendment or modification of existing regulatory approvals for Bellicum Product (unless otherwise agreed, such period not to exceed six (6) months from the date of implementation of the Material Change as provided in Miltenyi’s Change Notification pursuant to Section 3.2(b)), subject to the Parties reaching agreement, as to the one-time costs and revisions to the Product",440.35760498046875,50.04999923706055,510.42657470703125,544.9505004882812,494.9005012512207,70.0689697265625
14,0,"Price necessitated by any such continued supply of unchanged Miltenyi Product during such period. Until such agreement is reached, any","Price necessitated by any such continued supply of unchanged Miltenyi Product during such period. Until such agreement is reached, any",101.37715148925781,50.04999923706055,110.21465301513672,544.9503784179688,494.9003791809082,8.837501525878906
14,1,"Products described in this subsection (g) shall not apply, and therefore Bellicum has no obligation to purchase any such Miltenyi Products produced after implementation of such Material Change. If the continued supply of unchanged Miltenyi Product under this subsection (g) is reasonably estimated by the Parties to exceed a period of six (6) months from the implementation date of the Material Change notified in a Change Notification pursuant to Section 3.2(b), then the Parties shall promptly meet to discuss in good faith how to remedy the situation.","Products described in this subsection (g) shall not apply, and therefore Bellicum has no obligation to purchase any such Miltenyi Products produced after implementation of such Material Change. If the continued supply of unchanged Miltenyi Product under this subsection (g) is reasonably estimated by the Parties to exceed a period of six (6) months from the implementation date of the Material Change notified in a Change Notification pursuant to Section 3.2(b), then the Parties shall promptly meet to discuss in good faith how to remedy the situation.",121.57734680175781,50.04999923706055,170.8152313232422,544.9501953125,494.90019607543945,49.237884521484375
14,3,(i) Research Grade Products. The notification requirements of the second sentence of Section 3.2(b) of this Agreement with respect to Material Changes and the obligations of Section 3.2(g) with respect to Continued Supply shall not apply to Research Grade Products.,(i) Research Grade Products. The notification requirements of the second sentence of Section 3.2(b) of this Agreement with respect to Material Changes and the obligations of Section 3.2(g) with respect to Continued Supply shall not apply to Research Grade Products.,330.52166748046875,50.04999923706055,350.08966064453125,544.9498291015625,494.89982986450195,19.5679931640625
15,1,"(d) The Miltenyi Products supplied hereunder may not be used for any purpose that would require Regulatory Authority approvals or consents unless such proper Regulatory Authority approvals or consents have been obtained. Bellicum agrees that if it elects to use, or causes any Bellicum Subcontractor or Licensee to use, any Miltenyi Products for a purpose that would subject Miltenyi or such Miltenyi Products to the jurisdiction of any Regulatory Laws, Bellicum will be solely responsible for obtaining any required Regulatory Authority approvals or consents, and for otherwise ensuring that Bellicum’s (or its Subcontractors’ or Licensees’) use of such Miltenyi Products for such purpose complies with such Regulatory Laws. Bellicum shall defend and indemnify Miltenyi and its Affiliates against any liability, damage, loss or expense resulting from or arising out of Bellicum’s failure to obtain all necessary Regulatory Authority approvals or consents or to comply with any Regulatory Laws in relation to Bellicum’s use of such Miltenyi Products for such purpose.","(d) The Miltenyi Products supplied hereunder may not be used for any purpose that would require Regulatory Authority approvals or consents unless such proper Regulatory Authority approvals or consents have been obtained. Bellicum agrees that if it elects to use, or causes any Bellicum Subcontractor or Licensee to use, any Miltenyi Products for a purpose that would subject Miltenyi or such Miltenyi Products to the jurisdiction of any Regulatory Laws, Bellicum will be solely responsible for obtaining any required Regulatory Authority approvals or consents, and for otherwise ensuring that Bellicum’s (or its Subcontractors’ or Licensees’) use of such Miltenyi Products for such purpose complies with such Regulatory Laws. Bellicum shall defend and indemnify Miltenyi and its Affiliates against any liability, damage, loss or expense resulting from or arising out of Bellicum’s failure to obtain all necessary Regulatory Authority approvals or consents or to comply with any Regulatory Laws in relation to Bellicum’s use of such Miltenyi Products for such purpose.",199.8498077392578,50.04999923706055,280.01837158203125,544.9503173828125,494.90031814575195,80.16856384277344
15,2,"4.2 Regulatory Authority Requirements. Miltenyi states that (i) Miltenyi is obliged by relevant Regulatory Authorities to keep a record of all of its customer’s clinical trials that use Miltenyi Products (name and title of clinical trials, the official registration numbers, name and addresses of the involved principal investigators and clinical trial centers as well as the corresponding formal document granting approval of an IND (for example only, IND/CTA acknowledgement letter of the relevant Regulatory Authority(ies) involving the use of “IDE/CRR”- labelled Miltenyi Products)) (regardless of whether such clinical trials are sponsored by Miltenyi or by any Third Party); and (ii) Miltenyi is not permitted to provide “IDE/CRR”-labeled Miltenyi Products to customers in the United States for use in clinical trials if the IND or IDE is not approved by the respective regulatory authority or rejected. . Miltenyi shall act and shall have no liability to Bellicum for acting in accordance with the foregoing requirements. As used herein, “CTA” means a clinical trial application; “IDE” means an investigational device exemption; and “IDE/CRR” references a certain subset of Miltenyi Products labeled with the “IDE/CRR” designation.","4.2 Regulatory Authority Requirements. Miltenyi states that (i) Miltenyi is obliged by relevant Regulatory Authorities to keep a record of all of its customer’s clinical trials that use Miltenyi Products (name and title of clinical trials, the official registration numbers, name and addresses of the involved principal investigators and clinical trial centers as well as the corresponding formal document granting approval of an IND (for example only, IND/CTA acknowledgement letter of the relevant Regulatory Authority(ies) involving the use of “IDE/CRR”- labelled Miltenyi Products)) (regardless of whether such clinical trials are sponsored by Miltenyi or by any Third Party); and (ii) Miltenyi is not permitted to provide “IDE/CRR”-labeled Miltenyi Products to customers in the United States for use in clinical trials if the IND or IDE is not approved by the respective regulatory authority or rejected. . Miltenyi shall act and shall have no liability to Bellicum for acting in accordance with the foregoing requirements. As used herein, “CTA” means a clinical trial application; “IDE” means an investigational device exemption; and “IDE/CRR” references a certain subset of Miltenyi Products labeled with the “IDE/CRR” designation.",289.48651123046875,50.04999923706055,379.75567626953125,544.95068359375,494.90068435668945,90.2691650390625
15,4,"4.4 Extension of Scope, Supplemental Services. With respect to any Bellicum Product, Bellicum may request that Miltenyi provide additional regulatory assistance beyond the scope of the Regulatory Work, and/or may request that Miltenyi perform additional services (i.e. generation of additional supportive data for inclusion in a Master File) that alter, amend, or add to the Regulatory Work. Bellicum shall submit each such request to Miltenyi with reasonable detail in writing. Any request that constitutes a material modification or increase in scope of the Regulatory Work or an agreement for the provision of additional services shall require a written amendment to this Agreement via the Bellicum Product- or Bellicum Program-specific Module signed by authorized representatives of both Parties. Such amendment","4.4 Extension of Scope, Supplemental Services. With respect to any Bellicum Product, Bellicum may request that Miltenyi provide additional regulatory assistance beyond the scope of the Regulatory Work, and/or may request that Miltenyi perform additional services (i.e. generation of additional supportive data for inclusion in a Master File) that alter, amend, or add to the Regulatory Work. Bellicum shall submit each such request to Miltenyi with reasonable detail in writing. Any request that constitutes a material modification or increase in scope of the Regulatory Work or an agreement for the provision of additional services shall require a written amendment to this Agreement via the Bellicum Product- or Bellicum Program-specific Module signed by authorized representatives of both Parties. Such amendment",438.46209716796875,50.04999923706055,508.53106689453125,544.9502563476562,494.9002571105957,70.0689697265625
16,0,"shall specify in detail any modification or scope change of the Regulatory Work performed by Miltenyi, the appropriate compensation (if any) or basis for such compensation to be paid to Miltenyi by Bellicum for the performance of such additional Regulatory Work assistance or services, and the appropriate time schedule for completion of such additional Regulatory Work assistance or services. Upon executing such written amendment, the additional Regulatory Work assistance or services shall be deemed included within Regulatory Work and subject to the standards of performance described in this Agreement.","shall specify in detail any modification or scope change of the Regulatory Work performed by Miltenyi, the appropriate compensation (if any) or basis for such compensation to be paid to Miltenyi by Bellicum for the performance of such additional Regulatory Work assistance or services, and the appropriate time schedule for completion of such additional Regulatory Work assistance or services. Upon executing such written amendment, the additional Regulatory Work assistance or services shall be deemed included within Regulatory Work and subject to the standards of performance described in this Agreement.",101.38203430175781,50.04999923706055,150.6199188232422,544.9500122070312,494.9000129699707,49.237884521484375
16,1,"4.5 Master Files; Right to Cross Reference. Upon Bellicum’s written request, subject to Section 4.9, Miltenyi shall submit a cross reference letter to the appropriate Regulatory Authority(ies) in any Designated Country in which Miltenyi maintains a Master File(s) for the relevant Miltenyi Product(s), authorizing such Regulatory Authority(ies) to access and refer to such Master File(s) for the relevant Miltenyi Product(s) to the extent such information is reasonably required for regulatory purposes to obtain the applicable regulatory approvals for the Permitted Use of the Miltenyi Product(s) and/or the Bellicum Product(s); provided, however, that Bellicum shall first provide to Miltenyi all necessary information about such Bellicum Product that is reasonably included in such cross reference letter.","4.5 Master Files; Right to Cross Reference. Upon Bellicum’s written request, subject to Section 4.9, Miltenyi shall submit a cross reference letter to the appropriate Regulatory Authority(ies) in any Designated Country in which Miltenyi maintains a Master File(s) for the relevant Miltenyi Product(s), authorizing such Regulatory Authority(ies) to access and refer to such Master File(s) for the relevant Miltenyi Product(s) to the extent such information is reasonably required for regulatory purposes to obtain the applicable regulatory approvals for the Permitted Use of the Miltenyi Product(s) and/or the Bellicum Product(s); provided, however, that Bellicum shall first provide to Miltenyi all necessary information about such Bellicum Product that is reasonably included in such cross reference letter.",160.0880889892578,50.04999923706055,220.0574188232422,544.9503784179688,494.9003791809082,59.969329833984375
16,2,"4.6 Rights to Master Files. Miltenyi shall solely own and retain all rights, title and interest in and to the Master File(s) (and any pertaining regulatory documentation). Bellicum shall have no right to access the Master File(s), or, except as expressly set forth in Section 4.5 supra, to require the disclosure by Miltenyi of any information contained in any Master File, or to cross-reference or otherwise use the Master File(s) for any purpose other than as expressly provided herein.","4.6 Rights to Master Files. Miltenyi shall solely own and retain all rights, title and interest in and to the Master File(s) (and any pertaining regulatory documentation). Bellicum shall have no right to access the Master File(s), or, except as expressly set forth in Section 4.5 supra, to require the disclosure by Miltenyi of any information contained in any Master File, or to cross-reference or otherwise use the Master File(s) for any purpose other than as expressly provided herein.",229.5255889892578,50.04999923706055,269.29473876953125,544.9503784179688,494.9003791809082,39.76914978027344
16,4,"(a) Communication from Regulatory Authorities. Each Party will promptly notify the other Party in writing of any material communication from any Regulatory Authority that is related specifically to (i) the safety and/or functionality of any Miltenyi Product(s) and/or the use thereof for the manufacture of Bellicum Product or (ii) the safety and/or functionality of any Bellicum Product(s) as the same relate or could relate to a Miltenyi Product and/or the use of Miltenyi Product(s) in the manufacture of Bellicum Product(s), and that would, in each case of (i) and (ii), reasonably be expected to have a material adverse effect on either Party’s products that are the subject matter of this Agreement, or ability of a Party to comply with its obligations under this Agreement (collectively, “Communication(s)”). Each Party shall, as soon as practicable after any contact with or receipt of any Communication, forward a copy or description of the same (to the extent it so relates) to the other Party. Each Party reserves the right to redact its Confidential Information and confidential Third Party information from such Communications. Each Party shall obligate its Affiliates and Subcontractors accordingly.","(a) Communication from Regulatory Authorities. Each Party will promptly notify the other Party in writing of any material communication from any Regulatory Authority that is related specifically to (i) the safety and/or functionality of any Miltenyi Product(s) and/or the use thereof for the manufacture of Bellicum Product or (ii) the safety and/or functionality of any Bellicum Product(s) as the same relate or could relate to a Miltenyi Product and/or the use of Miltenyi Product(s) in the manufacture of Bellicum Product(s), and that would, in each case of (i) and (ii), reasonably be expected to have a material adverse effect on either Party’s products that are the subject matter of this Agreement, or ability of a Party to comply with its obligations under this Agreement (collectively, “Communication(s)”). Each Party shall, as soon as practicable after any contact with or receipt of any Communication, forward a copy or description of the same (to the extent it so relates) to the other Party. Each Party reserves the right to redact its Confidential Information and confidential Third Party information from such Communications. Each Party shall obligate its Affiliates and Subcontractors accordingly.",297.70037841796875,50.04999923706055,387.96954345703125,544.9503784179688,494.9003791809082,90.2691650390625
17,0,Party with information that the responding Party reasonably believes is required to develop a requested response for questions in relation to such Communication.,Party with information that the responding Party reasonably believes is required to develop a requested response for questions in relation to such Communication.,101.37715148925781,50.04999923706055,120.31426239013672,544.9506225585938,494.9006233215332,18.937110900878906
17,1,(c) Required Communications. If Bellicum is required to communicate with any Regulatory Authority specifically regarding any Miltenyi,(c) Required Communications. If Bellicum is required to communicate with any Regulatory Authority specifically regarding any Miltenyi,129.7834014892578,50.04999923706055,138.6208953857422,544.9498291015625,494.89982986450195,8.837493896484375
17,3,"4.8 Assistance. Miltenyi shall, if requested by Bellicum, consult with and provide reasonable assistance to Bellicum with regard to regulatory matters concerning the Miltenyi Products, as appropriate, provided that for any assistance regarding regulatory matters that is beyond the scope of standard use of the Miltenyi Products as made available in Miltenyi’s catalogue, Bellicum shall pay for Miltenyi’s time for such consulting and assistance at Miltenyi’s then-standard rates, which scope and limits shall be discussed between the Parties and mutually agreed in writing prior to the performance of the assistance by Miltenyi (subject to the Parties’ representations, warranties and liabilities under this Agreement). Absent Miltenyi’s gross negligence or willful misconduct, Bellicum shall bear all responsibility for Bellicum’s or Bellicum Subcontractors’ use of information provided by Miltenyi (including use in regulatory filings and any Third Party liability) pursuant to this Section 4.8.","4.8 Assistance. Miltenyi shall, if requested by Bellicum, consult with and provide reasonable assistance to Bellicum with regard to regulatory matters concerning the Miltenyi Products, as appropriate, provided that for any assistance regarding regulatory matters that is beyond the scope of standard use of the Miltenyi Products as made available in Miltenyi’s catalogue, Bellicum shall pay for Miltenyi’s time for such consulting and assistance at Miltenyi’s then-standard rates, which scope and limits shall be discussed between the Parties and mutually agreed in writing prior to the performance of the assistance by Miltenyi (subject to the Parties’ representations, warranties and liabilities under this Agreement). Absent Miltenyi’s gross negligence or willful misconduct, Bellicum shall bear all responsibility for Bellicum’s or Bellicum Subcontractors’ use of information provided by Miltenyi (including use in regulatory filings and any Third Party liability) pursuant to this Section 4.8.",239.6212921142578,50.04999923706055,319.78985595703125,544.950439453125,494.90044021606445,80.16856384277344
18,2,"(a) Rolling Monthly Forecast; Firm Zone. Within [...***...] Business Days of the Effective Date, and thereafter by the [...***...] day of each Calendar Month during the Term, Bellicum shall submit a monthly rolling Forecast of Bellicum’s anticipated quantity requirements for Miltenyi Products within the Forecast Territory (on a manufacturing country-by-manufacturing country basis) for each of the next twelve (12) consecutive Calendar Months (e.g., year 1: months 1-12), commencing with the Calendar Month in which such Forecast is submitted (each, a “Monthly Forecast”). (For clarity, the initial Monthly Forecast will cover Calendar Year 1, i.e., Calendar Months 1-12; the following Monthly Forecast will cover the twelve Calendar Months period following the Calendar Month 1 of the previous Monthly st Forecast, i.e., Calendar Months 2-13.) The Monthly Forecast shall show quantities forecasted on a monthly basis, and for the first (1 ) three (3) months shall state the desired dates of Delivery for the forecasted quantities. With respect to any Monthly Forecast for Miltenyi st Products submitted during the Term, [...***...] percent ([...***...]%) of the quantities forecasted for the first (1 ) three (3) month period of each Monthly Forecast (each such 3-month period will be referred to as the “Firm Zone”) shall be binding, and the corresponding portion of each subsequent Monthly Forecast shall be consistent with such period. For clarity, all forecasted quantities of Miltenyi Products during the Firm Zone shall constitute a binding commitment by Bellicum to submit corresponding Purchase Orders for Miltenyi Products. The Parties agree that, except with respect to the Firm Zone and any additional conditions set forth in a given Module, a Monthly Forecast provided by Bellicum will not be binding upon both Parties.","(a) Rolling Monthly Forecast; Firm Zone. Within [...***...] Business Days of the Effective Date, and thereafter by the [...***...] day of each Calendar Month during the Term, Bellicum shall submit a monthly rolling Forecast of Bellicum’s anticipated quantity requirements for Miltenyi Products within the Forecast Territory (on a manufacturing country-by-manufacturing country basis) for each of the next twelve (12) consecutive Calendar Months (e.g., year 1: months 1-12), commencing with the Calendar Month in which such Forecast is submitted (each, a “Monthly Forecast”). (For clarity, the initial Monthly Forecast will cover Calendar Year 1, i.e., Calendar Months 1-12; the following Monthly Forecast will cover the twelve Calendar Months period following the Calendar Month 1 of the previous Monthly st Forecast, i.e., Calendar Months 2-13.) The Monthly Forecast shall show quantities forecasted on a monthly basis, and for the first (1 ) three (3) months shall state the desired dates of Delivery for the forecasted quantities. With respect to any Monthly Forecast for Miltenyi st Products submitted during the Term, [...***...] percent ([...***...]%) of the quantities forecasted for the first (1 ) three (3) month period of each Monthly Forecast (each such 3-month period will be referred to as the “Firm Zone”) shall be binding, and the corresponding portion of each subsequent Monthly Forecast shall be consistent with such period. For clarity, all forecasted quantities of Miltenyi Products during the Firm Zone shall constitute a binding commitment by Bellicum to submit corresponding Purchase Orders for Miltenyi Products. The Parties agree that, except with respect to the Firm Zone and any additional conditions set forth in a given Module, a Monthly Forecast provided by Bellicum will not be binding upon both Parties.",269.29217529296875,50.04999923706055,410.06036376953125,544.9505004882812,494.9005012512207,140.7681884765625
18,3,"(b) Rolling Quarterly Forecast. Within [...***...] Business Days of the Effective Date, and thereafter by the [...***...] day of each last month of a Calendar Quarter during the Term, Bellicum shall submit a non-binding quarterly rolling Forecast of Bellicum’s anticipated quantity requirements for Miltenyi Products for each of the four (4) Calendar Quarters immediately following the last month of such Calendar Quarter (each, a “Quarterly Forecast”). Each Quarterly Forecast shall show anticipated quantity requirements on a quarterly basis. (For clarity, the initial Quarterly Forecast will cover Calendar Year 2, i.e. Calendar Quarters 1, 2, 3 and 4 (covering Calendar Months 13-15, 16-18, 19-21 and 22-24); the following Quarterly Forecast will cover the four Calendar Quarter period following the Calendar Quarter 1 of the previous Quarterly Forecast, i.e. Calendar Quarters 2-5.) A Quarterly Forecast provided by Bellicum will not be binding upon both Parties.","(b) Rolling Quarterly Forecast. Within [...***...] Business Days of the Effective Date, and thereafter by the [...***...] day of each last month of a Calendar Quarter during the Term, Bellicum shall submit a non-binding quarterly rolling Forecast of Bellicum’s anticipated quantity requirements for Miltenyi Products for each of the four (4) Calendar Quarters immediately following the last month of such Calendar Quarter (each, a “Quarterly Forecast”). Each Quarterly Forecast shall show anticipated quantity requirements on a quarterly basis. (For clarity, the initial Quarterly Forecast will cover Calendar Year 2, i.e. Calendar Quarters 1, 2, 3 and 4 (covering Calendar Months 13-15, 16-18, 19-21 and 22-24); the following Quarterly Forecast will cover the four Calendar Quarter period following the Calendar Quarter 1 of the previous Quarterly Forecast, i.e. Calendar Quarters 2-5.) A Quarterly Forecast provided by Bellicum will not be binding upon both Parties.",419.52947998046875,50.04999923706055,499.69805908203125,544.9508666992188,494.9008674621582,80.1685791015625
19,0,"(c) Long-Term Forecast. In addition, Bellicum (or Bellicum’s designee on behalf of Bellicum) shall within [...***...] days of the Effective Date, and thereafter by [...***...] of each Calendar Year during the Term, submit a non-binding annual rolling Forecast of Bellicum’s anticipated quantity requirements for Miltenyi Products for each of the next three (3) consecutive Calendar Years, commencing with the Calendar Year in which such Forecast is submitted (each, a “Long-Term Forecast”) for the purposes of assisting Miltenyi with its capacity and production planning for Miltenyi Products during such period. Each Long-Term Forecast shall show anticipated quantity requirements on an annual basis. (For clarity, the initial Long-Term Forecast will cover the Calendar Years 3 to 5; the following Long-Term Forecast will cover the Calendar Years period following the previous Calendar Year 3 of the previous Long-Term Forecast, i.e. Calendar Years 4-5.) A Long Term Forecast provided by Bellicum will not be binding upon both Parties and shall serve to assess future capacity planning at Miltenyi.","(c) Long-Term Forecast. In addition, Bellicum (or Bellicum’s designee on behalf of Bellicum) shall within [...***...] days of the Effective Date, and thereafter by [...***...] of each Calendar Year during the Term, submit a non-binding annual rolling Forecast of Bellicum’s anticipated quantity requirements for Miltenyi Products for each of the next three (3) consecutive Calendar Years, commencing with the Calendar Year in which such Forecast is submitted (each, a “Long-Term Forecast”) for the purposes of assisting Miltenyi with its capacity and production planning for Miltenyi Products during such period. Each Long-Term Forecast shall show anticipated quantity requirements on an annual basis. (For clarity, the initial Long-Term Forecast will cover the Calendar Years 3 to 5; the following Long-Term Forecast will cover the Calendar Years period following the previous Calendar Year 3 of the previous Long-Term Forecast, i.e. Calendar Years 4-5.) A Long Term Forecast provided by Bellicum will not be binding upon both Parties and shall serve to assess future capacity planning at Miltenyi.",119.68574523925781,50.04999923706055,209.9548797607422,544.9505004882812,494.9005012512207,90.26913452148438
19,1,"(d) Forecasts Due Periodically. In the event that Miltenyi has failed to receive an updated Forecast for any relevant forecast period within the times or by the dates provided in clauses (a) through (c) above, Miltenyi shall promptly notify Bellicum of such failure in writing and, if Bellicum fails to respond with an updated Forecast by the [...***...] day of a Calendar Month of the relevant forecast period, the most recent Forecast shall be regarded as current.","(d) Forecasts Due Periodically. In the event that Miltenyi has failed to receive an updated Forecast for any relevant forecast period within the times or by the dates provided in clauses (a) through (c) above, Miltenyi shall promptly notify Bellicum of such failure in writing and, if Bellicum fails to respond with an updated Forecast by the [...***...] day of a Calendar Month of the relevant forecast period, the most recent Forecast shall be regarded as current.",219.4230499267578,50.04999923706055,259.19219970703125,544.9505615234375,494.90056228637695,39.76914978027344
19,2,"(e) Acceptable Forecast Variance. Outside the Firm Zone, Bellicum may increase or decrease the amount of Miltenyi Product forecast for each Calendar Month of each Monthly Forecast by up to [...***...] percent ([...***...]%) for Calendar Months 4 through 6, and by [...***...] percent ([...***...]%) for Calendar Months 7 through 12, compared to the amount of Miltenyi Product that was forecast for the comparable Calendar Month in the prior Monthly Forecast provided in accordance with this Agreement, on a product-by-product and country-by-country basis, (e.g., the forecast for the fourth Calendar Month in a Monthly Forecast may not increase or decrease by more than [...***...]% of the amount of any particular Miltenyi Product in any particular country forecast for the fifth Calendar Month of the prior Monthly Forecast). For clarity, variances with respect to forecasts submitted for any Calendar Month within the Firm Zone shall not be acceptable.","(e) Acceptable Forecast Variance. Outside the Firm Zone, Bellicum may increase or decrease the amount of Miltenyi Product forecast for each Calendar Month of each Monthly Forecast by up to [...***...] percent ([...***...]%) for Calendar Months 4 through 6, and by [...***...] percent ([...***...]%) for Calendar Months 7 through 12, compared to the amount of Miltenyi Product that was forecast for the comparable Calendar Month in the prior Monthly Forecast provided in accordance with this Agreement, on a product-by-product and country-by-country basis, (e.g., the forecast for the fourth Calendar Month in a Monthly Forecast may not increase or decrease by more than [...***...]% of the amount of any particular Miltenyi Product in any particular country forecast for the fifth Calendar Month of the prior Monthly Forecast). For clarity, variances with respect to forecasts submitted for any Calendar Month within the Firm Zone shall not be acceptable.",268.66033935546875,50.04999923706055,348.82989501953125,544.9503784179688,494.9003791809082,80.1695556640625
19,5,"(b) In the event that Miltenyi becomes aware that it is or will be unable to supply any desired quantity of Miltenyi Product pursuant to a Purchase Order that falls within the relevant Forecast on or before the applicable Delivery date(s) therefor, Miltenyi shall promptly inform Bellicum, and then, the Parties shall, in good faith, seek to agree on a revised date (or dates) for Delivery. If Miltenyi fails to propose a reasonably acceptable plan for the Delivery, Bellicum may, to be determined in Bellicum’s reasonable discretion and notwithstanding anything to the contrary in the Agreement, at its option, cancel the Purchase Order.","(b) In the event that Miltenyi becomes aware that it is or will be unable to supply any desired quantity of Miltenyi Product pursuant to a Purchase Order that falls within the relevant Forecast on or before the applicable Delivery date(s) therefor, Miltenyi shall promptly inform Bellicum, and then, the Parties shall, in good faith, seek to agree on a revised date (or dates) for Delivery. If Miltenyi fails to propose a reasonably acceptable plan for the Delivery, Bellicum may, to be determined in Bellicum’s reasonable discretion and notwithstanding anything to the contrary in the Agreement, at its option, cancel the Purchase Order.",436.57342529296875,50.04999923706055,486.44219970703125,544.95068359375,494.90068435668945,49.8687744140625
