page,line_enum,text,tokens,x0,y0,x1,y1,width,height,empty_line,only_special,only_special_len,text_wo_numbers,text_wo_numbers_len,text_duplicated,to_delete_line
7,9,"provided herein, including as set forth in Article 17) right to use, and to permit its Subcontractors and Licensees to use the Miltenyi",23,50.04999923706055,190.3859405517578,544.9501953125,199.2234344482422,494.9252,8.86249,False,provided herein including as set forth in Article 17 right to use and to permit its Subcontractors and Licensees to use the Miltenyi,23,"provided herein, including as set forth in Article ) right to use, and to permit its Subcontractors and Licensees to use the Miltenyi",23,False,False
7,10,Ex Vivo Products solely for Cell Processing in the manufacture of Bellicum Products for use in the Field in the Territory (including for,23,50.04999923706055,202.37777709960938,544.95068359375,211.2175750732422,494.92568,8.8648,False,Ex Vivo Products solely for Cell Processing in the manufacture of Bellicum Products for use in the Field in the Territory including for,23,Ex Vivo Products solely for Cell Processing in the manufacture of Bellicum Products for use in the Field in the Territory (including for,23,False,False
7,11,"research, pre-clinical, clinical, regulatory and commercial purposes), in accordance with applicable Regulatory Authority requirements and",15,50.04999923706055,214.3742218017578,544.9498291015625,223.2117156982422,494.92483,8.86249,False,research preclinical clinical regulatory and commercial purposes in accordance with applicable Regulatory Authority requirements and,15,"research, pre-clinical, clinical, regulatory and commercial purposes), in accordance with applicable Regulatory Authority requirements and",15,False,False
7,12,"approvals (including (to the extent applicable) any relevant clinical trial protocol, IND, and/or IRB approval pertaining to such Bellicum",19,50.04999923706055,226.3683624267578,544.9505615234375,235.2058563232422,494.92556,8.86249,False,approvals including to the extent applicable any relevant clinical trial protocol IND andor IRB approval pertaining to such Bellicum,19,"approvals (including (to the extent applicable) any relevant clinical trial protocol, IND, and/or IRB approval pertaining to such Bellicum",19,False,False
7,13,"Products), in each case consistent with the terms and conditions of this Agreement and in accordance with Applicable Laws (the",20,50.04999923706055,238.3605499267578,544.9503784179688,247.1980438232422,494.92538,8.86249,False,Products in each case consistent with the terms and conditions of this Agreement and in accordance with Applicable Laws the,20,"Products), in each case consistent with the terms and conditions of this Agreement and in accordance with Applicable Laws (the",20,False,False
7,14,"“Permitted Use”). Bellicum’s Permitted Use of the Miltenyi Products shall be limited to the Designated Countries, subject to Section 2.3.",20,50.04999923706055,250.3546905517578,534.8504028320312,259.19219970703125,484.8254,8.86251,False,Permitted Use Bellicums Permitted Use of the Miltenyi Products shall be limited to the Designated Countries subject to Section 23,20,"“Permitted Use”). Bellicum’s Permitted Use of the Miltenyi Products shall be limited to the Designated Countries, subject to Section ..",20,False,False
7,15,"(b) Bellicum shall not use, and shall cause its Subcontractors and Licensees not to use the Miltenyi Products and/or any component",21,50.04999923706055,270.55584716796875,544.9498291015625,279.39337158203125,494.92483,8.86252,False,b Bellicum shall not use and shall cause its Subcontractors and Licensees not to use the Miltenyi Products andor any component,21,"(b) Bellicum shall not use, and shall cause its Subcontractors and Licensees not to use the Miltenyi Products and/or any component",21,False,False
7,16,thereof for any purpose or in any manner whatsoever other than a Permitted Use expressly set forth in Section 2.2(a) above. Without,22,50.04999923706055,282.54803466796875,544.949951171875,291.38555908203125,494.92495,8.86252,False,thereof for any purpose or in any manner whatsoever other than a Permitted Use expressly set forth in Section 22a above Without,22,thereof for any purpose or in any manner whatsoever other than a Permitted Use expressly set forth in Section .(a) above. Without,22,False,False
7,17,"limitation to the generality of the foregoing, any and all Miltenyi Products supplied hereunder (or any components thereof) shall not be",21,50.04999923706055,294.54217529296875,544.9501342773438,303.37969970703125,494.92514,8.86252,False,limitation to the generality of the foregoing any and all Miltenyi Products supplied hereunder or any components thereof shall not be,21,"limitation to the generality of the foregoing, any and all Miltenyi Products supplied hereunder (or any components thereof) shall not be",21,False,False
7,18,in vivo used directly (i) for administration in humans; or (ii) as an ingredient of a Bellicum Product.,18,50.04999923706055,306.5340270996094,404.812744140625,315.37384033203125,354.78774,8.86481,False,in vivo used directly i for administration in humans or ii as an ingredient of a Bellicum Product,18,in vivo used directly (i) for administration in humans; or (ii) as an ingredient of a Bellicum Product.,18,False,False
7,19,"(c) Including for purposes of Section 8.2, Bellicum shall promptly notify Miltenyi in writing of any additional Bellicum Product from time",21,50.04999923706055,326.73553466796875,544.9498291015625,335.57305908203125,494.92483,8.86252,False,c Including for purposes of Section 82 Bellicum shall promptly notify Miltenyi in writing of any additional Bellicum Product from time,21,"(c) Including for purposes of Section ., Bellicum shall promptly notify Miltenyi in writing of any additional Bellicum Product from time",21,False,False
7,20,"to time manufactured by or on behalf of Bellicum (or any of its Licensees, if any) by using one or more Miltenyi Products, which",24,50.04999923706055,338.72967529296875,544.9503784179688,347.56719970703125,494.92538,8.86252,False,to time manufactured by or on behalf of Bellicum or any of its Licensees if any by using one or more Miltenyi Products which,24,"to time manufactured by or on behalf of Bellicum (or any of its Licensees, if any) by using one or more Miltenyi Products, which",24,False,False
7,21,"Bellicum Product shall be added to Exhibit A by amendment; subsequently, the Parties shall agree upon the Bellicum Product specific",20,50.04999923706055,350.72381591796875,544.949951171875,359.56134033203125,494.92495,8.86252,False,Bellicum Product shall be added to Exhibit A by amendment subsequently the Parties shall agree upon the Bellicum Product specific,20,"Bellicum Product shall be added to Exhibit A by amendment; subsequently, the Parties shall agree upon the Bellicum Product specific",20,False,False
7,22,Module within sixty (60) days.,5,50.04999923706055,362.71795654296875,159.88748168945312,371.55548095703125,109.86248,8.86252,False,Module within sixty 60 days,5,Module within sixty () days.,5,False,False
7,23,"(d) Except as expressly provided in this Agreement, no other right, express or implied, is conveyed by the sale or purchase of the Miltenyi",24,50.04999923706055,382.91717529296875,544.9495849609375,391.75469970703125,494.92459,8.86252,False,d Except as expressly provided in this Agreement no other right express or implied is conveyed by the sale or purchase of the Miltenyi,24,"(d) Except as expressly provided in this Agreement, no other right, express or implied, is conveyed by the sale or purchase of the Miltenyi",24,False,False
7,24,"Products (including the right to make or have made Miltenyi Products). Except as expressly provided in this Agreement, Bellicum",19,50.04999923706055,394.91131591796875,544.9500122070312,403.74884033203125,494.92501,8.86252,False,Products including the right to make or have made Miltenyi Products Except as expressly provided in this Agreement Bellicum,19,"Products (including the right to make or have made Miltenyi Products). Except as expressly provided in this Agreement, Bellicum",19,False,False
7,25,"specifically agrees not to, and agrees not to cause any Third Party to, sell, market, export, transfer, or re-export Miltenyi Products without",22,50.04999923706055,406.90545654296875,544.949951171875,415.74298095703125,494.92495,8.86252,False,specifically agrees not to and agrees not to cause any Third Party to sell market export transfer or reexport Miltenyi Products without,22,"specifically agrees not to, and agrees not to cause any Third Party to, sell, market, export, transfer, or re-export Miltenyi Products without",22,False,False
7,26,Miltenyi’s express prior written consent.,5,50.04999923706055,418.89959716796875,194.60629272460938,427.73712158203125,144.58129,8.86252,False,Miltenyis express prior written consent,5,Miltenyi’s express prior written consent.,5,False,False
7,27,(e) Bellicum may offer and permit its Licensees and Subcontractors (if any) to use the Miltenyi Products supplied hereunder only if and so,23,50.04999923706055,439.09881591796875,544.9505615234375,447.93634033203125,494.92556,8.86252,False,e Bellicum may offer and permit its Licensees and Subcontractors if any to use the Miltenyi Products supplied hereunder only if and so,23,(e) Bellicum may offer and permit its Licensees and Subcontractors (if any) to use the Miltenyi Products supplied hereunder only if and so,23,False,False
7,28,long as such use is in compliance with the terms and conditions of this Agreement and Applicable Laws. Bellicum shall instruct and oblige,23,50.04999923706055,451.09295654296875,544.9502563476562,459.93048095703125,494.92526,8.86252,False,long as such use is in compliance with the terms and conditions of this Agreement and Applicable Laws Bellicum shall instruct and oblige,23,long as such use is in compliance with the terms and conditions of this Agreement and Applicable Laws. Bellicum shall instruct and oblige,23,False,False
7,29,its Licensees and Subcontractors accordingly.,5,50.04999923706055,463.08612060546875,214.17494201660156,471.92364501953125,164.14994,8.86252,False,its Licensees and Subcontractors accordingly,5,its Licensees and Subcontractors accordingly.,5,False,False
7,30,(f) Bellicum acknowledges that the Miltenyi Products should be used with the same caution applied to any potentially hazardous,19,50.04999923706055,483.28631591796875,544.9507446289062,492.12384033203125,494.92575,8.86252,False,f Bellicum acknowledges that the Miltenyi Products should be used with the same caution applied to any potentially hazardous,19,(f) Bellicum acknowledges that the Miltenyi Products should be used with the same caution applied to any potentially hazardous,19,False,False
7,31,"compound. Use of the Miltenyi Products by Bellicum, its Licensees or Subcontractors shall be supervised by a technically qualified",19,50.04999923706055,495.28045654296875,544.95068359375,504.11798095703125,494.92568,8.86252,False,compound Use of the Miltenyi Products by Bellicum its Licensees or Subcontractors shall be supervised by a technically qualified,19,"compound. Use of the Miltenyi Products by Bellicum, its Licensees or Subcontractors shall be supervised by a technically qualified",19,False,False
7,32,individual.,1,50.04999923706055,507.27362060546875,86.03125,516.1111450195312,36.00625,8.86252,False,individual,1,individual.,1,False,False
7,33,"(g) Without limitation to the generality of clauses (a) through (e) above, Bellicum further will not, and will cause its Licensees and",22,50.04999923706055,527.4738159179688,544.9497680664062,536.3113403320312,494.92477,8.86252,False,g Without limitation to the generality of clauses a through e above Bellicum further will not and will cause its Licensees and,22,"(g) Without limitation to the generality of clauses (a) through (e) above, Bellicum further will not, and will cause its Licensees and",22,False,False
7,34,"Subcontractors not to, without express prior written consent from Miltenyi:",10,50.04999923706055,539.4679565429688,320.8562927246094,548.3054809570312,270.83129,8.86252,False,Subcontractors not to without express prior written consent from Miltenyi,10,"Subcontractors not to, without express prior written consent from Miltenyi:",10,False,False
7,35,"(1) Modify or alter, or cause any Third Party to modify or alter, any Miltenyi Product supplied hereunder other than in connection with its",24,50.04999923706055,559.6681518554688,544.94970703125,568.5056762695312,494.92471,8.86252,False,1 Modify or alter or cause any Third Party to modify or alter any Miltenyi Product supplied hereunder other than in connection with its,24,"() Modify or alter, or cause any Third Party to modify or alter, any Miltenyi Product supplied hereunder other than in connection with its",24,False,False
7,36,Permitted Use;,2,50.04999923706055,571.6613159179688,102.44379425048828,580.4988403320312,52.4188,8.86252,False,Permitted Use,2,Permitted Use;,2,False,False
8,3,"(2) Reverse engineer, disassemble or otherwise analyze, or cause any Third Party to reverse engineer, disassemble or otherwise analyze,",19,50.04999923706055,100.74726867675781,544.9505615234375,109.58477020263672,494.92556,8.8625,False,2 Reverse engineer disassemble or otherwise analyze or cause any Third Party to reverse engineer disassemble or otherwise analyze,19,"() Reverse engineer, disassemble or otherwise analyze, or cause any Third Party to reverse engineer, disassemble or otherwise analyze,",19,False,False
8,4,"any Miltenyi Product supplied hereunder, in whole or in part; provided, however, that the foregoing shall not limit the right or ability of",23,50.04999923706055,111.47871398925781,544.949951171875,120.31621551513672,494.92495,8.8625,False,any Miltenyi Product supplied hereunder in whole or in part provided however that the foregoing shall not limit the right or ability of,23,"any Miltenyi Product supplied hereunder, in whole or in part; provided, however, that the foregoing shall not limit the right or ability of",23,False,False
8,5,"Bellicum or its Licensees or Subcontractors to identify defects, troubleshoot problems, evaluate, test, use or conduct any study utilizing",19,50.04999923706055,121.57832336425781,544.9497680664062,130.4158172607422,494.92477,8.86249,False,Bellicum or its Licensees or Subcontractors to identify defects troubleshoot problems evaluate test use or conduct any study utilizing,19,"Bellicum or its Licensees or Subcontractors to identify defects, troubleshoot problems, evaluate, test, use or conduct any study utilizing",19,False,False
8,6,any Miltenyi Product(s) as reasonably necessary to achieve the purposes of this Agreement;,13,50.04999923706055,131.6779327392578,378.3000183105469,140.5154266357422,328.27502,8.86249,False,any Miltenyi Products as reasonably necessary to achieve the purposes of this Agreement,13,any Miltenyi Product(s) as reasonably necessary to achieve the purposes of this Agreement;,13,False,False
8,7,"(3) Transfer any Miltenyi Product supplied hereunder to any Third Party, except to Bellicum Subcontractors or Licensees solely for the",20,50.04999923706055,149.3537139892578,544.949462890625,158.1912078857422,494.92446,8.86249,False,3 Transfer any Miltenyi Product supplied hereunder to any Third Party except to Bellicum Subcontractors or Licensees solely for the,20,"() Transfer any Miltenyi Product supplied hereunder to any Third Party, except to Bellicum Subcontractors or Licensees solely for the",20,False,False
8,8,Permitted Use or for training or validation purposes in connection with Bellicum’s development and commercialization of Bellicum,17,50.04999923706055,160.0841827392578,544.9496459960938,168.9216766357422,494.92465,8.86249,False,Permitted Use or for training or validation purposes in connection with Bellicums development and commercialization of Bellicum,17,Permitted Use or for training or validation purposes in connection with Bellicum’s development and commercialization of Bellicum,17,False,False
8,9,Product;,1,50.04999923706055,170.1847686767578,80.98125457763672,179.0222625732422,30.95626,8.86249,False,Product,1,Product;,1,False,False
8,10,"(4) Resell Miltenyi Product supplied hereunder to any Third Party, including Bellicum Subcontractors and Licensees, without prior express",18,50.04999923706055,187.8595733642578,544.9498901367188,196.6970672607422,494.92489,8.86249,False,4 Resell Miltenyi Product supplied hereunder to any Third Party including Bellicum Subcontractors and Licensees without prior express,18,"() Resell Miltenyi Product supplied hereunder to any Third Party, including Bellicum Subcontractors and Licensees, without prior express",18,False,False
8,11,written permission from Miltenyi; or,5,50.04999923706055,198.5910186767578,180.08741760253906,207.4285125732422,130.06242,8.86249,False,written permission from Miltenyi or,5,written permission from Miltenyi; or,5,False,False
8,12,"(5) Transfer, use, import or export any Miltenyi Product supplied to Bellicum hereunder in any country or territory other than the",21,50.04999923706055,216.2658233642578,544.949462890625,225.1033172607422,494.92446,8.86249,False,5 Transfer use import or export any Miltenyi Product supplied to Bellicum hereunder in any country or territory other than the,21,"() Transfer, use, import or export any Miltenyi Product supplied to Bellicum hereunder in any country or territory other than the",21,False,False
8,13,Designated Countries.,2,50.04999923706055,226.9972686767578,128.32501220703125,235.8347625732422,78.30001,8.86249,False,Designated Countries,2,Designated Countries.,2,False,False
8,14,2.3 Additional Countries. Miltenyi acknowledges that Bellicum and/or its Licensees may from time to time desire to use Miltenyi Products,20,50.04999923706055,244.6720733642578,544.9497680664062,253.5095672607422,494.92477,8.86249,False,23 Additional Countries Miltenyi acknowledges that Bellicum andor its Licensees may from time to time desire to use Miltenyi Products,20,. Additional Countries. Miltenyi acknowledges that Bellicum and/or its Licensees may from time to time desire to use Miltenyi Products,20,False,False
8,15,"in one or more countries that are currently not part of the Designated Countries (each, an “Additional Country”). The Parties agree, upon",22,50.04999923706055,255.4035186767578,544.9502563476562,264.24102783203125,494.92526,8.86251,False,in one or more countries that are currently not part of the Designated Countries each an Additional Country The Parties agree upon,22,"in one or more countries that are currently not part of the Designated Countries (each, an “Additional Country”). The Parties agree, upon",22,False,False
8,16,"reasonable written request by Bellicum from time to time during the term of this Agreement, to evaluate the regulatory requirements for",21,50.04999923706055,265.50311279296875,544.9502563476562,274.34063720703125,494.92526,8.86252,False,reasonable written request by Bellicum from time to time during the term of this Agreement to evaluate the regulatory requirements for,21,"reasonable written request by Bellicum from time to time during the term of this Agreement, to evaluate the regulatory requirements for",21,False,False
8,17,utilizing of Miltenyi Products for manufacture of Bellicum Products in the requested Additional Country(ies). Based on the assessment of,19,50.04999923706055,275.60369873046875,544.949951171875,284.44122314453125,494.92495,8.86252,False,utilizing of Miltenyi Products for manufacture of Bellicum Products in the requested Additional Countryies Based on the assessment of,19,utilizing of Miltenyi Products for manufacture of Bellicum Products in the requested Additional Country(ies). Based on the assessment of,19,False,False
8,18,"potentially required additional work (“Additional Work”), including but not limited to regulatory work pursuant to Section 4.9 as may be",20,50.04999923706055,285.70330810546875,544.949951171875,294.54083251953125,494.92495,8.86252,False,potentially required additional work Additional Work including but not limited to regulatory work pursuant to Section 49 as may be,20,"potentially required additional work (“Additional Work”), including but not limited to regulatory work pursuant to Section . as may be",20,False,False
8,19,"required to prepare and file Master Files for Miltenyi Products in support of Bellicum Product filings in such Additional Country(ies), the",21,50.04999923706055,295.80291748046875,544.9505615234375,304.64044189453125,494.92556,8.86252,False,required to prepare and file Master Files for Miltenyi Products in support of Bellicum Product filings in such Additional Countryies the,21,"required to prepare and file Master Files for Miltenyi Products in support of Bellicum Product filings in such Additional Country(ies), the",21,False,False
8,20,Parties will negotiate in good faith with the goal of entering into an agreement on mutually acceptable terms with respect to Miltenyi’s,22,50.04999923706055,305.90350341796875,544.9497680664062,314.74102783203125,494.92477,8.86252,False,Parties will negotiate in good faith with the goal of entering into an agreement on mutually acceptable terms with respect to Miltenyis,22,Parties will negotiate in good faith with the goal of entering into an agreement on mutually acceptable terms with respect to Miltenyi’s,22,False,False
8,21,provision of such Additional Work. Bellicum shall inform Miltenyi in writing at least twelve (12) months in advance prior to any intended,22,50.04999923706055,316.00311279296875,544.9501342773438,324.84063720703125,494.92514,8.86252,False,provision of such Additional Work Bellicum shall inform Miltenyi in writing at least twelve 12 months in advance prior to any intended,22,provision of such Additional Work. Bellicum shall inform Miltenyi in writing at least twelve () months in advance prior to any intended,22,False,False
8,22,regulatory filing in an Additional Country.,6,50.04999923706055,326.10369873046875,197.1312255859375,334.94122314453125,147.10623,8.86252,False,regulatory filing in an Additional Country,6,regulatory filing in an Additional Country.,6,False,False
8,23,"2.4 Reserved Rights. Notwithstanding anything to the contrary in this Agreement, nothing herein is intended nor shall be construed as",20,50.04999923706055,343.77850341796875,544.9501342773438,352.61602783203125,494.92514,8.86252,False,24 Reserved Rights Notwithstanding anything to the contrary in this Agreement nothing herein is intended nor shall be construed as,20,". Reserved Rights. Notwithstanding anything to the contrary in this Agreement, nothing herein is intended nor shall be construed as",20,False,False
8,24,"creating any exclusive arrangement between Miltenyi and Bellicum with respect to the supply, purchase and/or use of the Miltenyi",19,50.04999923706055,354.50994873046875,544.9500732421875,363.34747314453125,494.92507,8.86252,False,creating any exclusive arrangement between Miltenyi and Bellicum with respect to the supply purchase andor use of the Miltenyi,19,"creating any exclusive arrangement between Miltenyi and Bellicum with respect to the supply, purchase and/or use of the Miltenyi",19,False,False
8,25,"Products. Miltenyi reserves the right, at its sole discretion and without any restriction or limitation whatsoever, to manufacture, have",19,50.04999923706055,364.60955810546875,544.9501953125,373.44708251953125,494.9252,8.86252,False,Products Miltenyi reserves the right at its sole discretion and without any restriction or limitation whatsoever to manufacture have,19,"Products. Miltenyi reserves the right, at its sole discretion and without any restriction or limitation whatsoever, to manufacture, have",19,False,False
8,26,"manufactured, use, have used, sell, have sold, offer for sale, export, import or otherwise commercialize or dispose of Miltenyi Products in",21,50.04999923706055,374.70916748046875,544.9503784179688,383.54669189453125,494.92538,8.86252,False,manufactured use have used sell have sold offer for sale export import or otherwise commercialize or dispose of Miltenyi Products in,21,"manufactured, use, have used, sell, have sold, offer for sale, export, import or otherwise commercialize or dispose of Miltenyi Products in",21,False,False
8,27,any manner and for any purpose whatsoever.,7,50.04999923706055,384.80975341796875,211.65016174316406,393.64727783203125,161.62516,8.86252,False,any manner and for any purpose whatsoever,7,any manner and for any purpose whatsoever.,7,False,False
8,28,"2.5 Subcontracting by Miltenyi. Subject to the terms of the Quality Agreement, if applicable, Miltenyi may, at its sole discretion, upon",21,50.04999923706055,402.48455810546875,544.9502563476562,411.32208251953125,494.92526,8.86252,False,25 Subcontracting by Miltenyi Subject to the terms of the Quality Agreement if applicable Miltenyi may at its sole discretion upon,21,". Subcontracting by Miltenyi. Subject to the terms of the Quality Agreement, if applicable, Miltenyi may, at its sole discretion, upon",21,False,False
8,29,"reasonable prior written notice to Bellicum, elect to have the Miltenyi Products, or any one of them or any component thereof,",21,50.04999923706055,413.21600341796875,544.9494018554688,422.05352783203125,494.9244,8.86252,False,reasonable prior written notice to Bellicum elect to have the Miltenyi Products or any one of them or any component thereof,21,"reasonable prior written notice to Bellicum, elect to have the Miltenyi Products, or any one of them or any component thereof,",21,False,False
8,30,"manufactured by an Affiliate of Miltenyi, and further may subcontract the manufacturing of Miltenyi Product or any component thereof,",19,50.04999923706055,423.31561279296875,544.9505004882812,432.15313720703125,494.9255,8.86252,False,manufactured by an Affiliate of Miltenyi and further may subcontract the manufacturing of Miltenyi Product or any component thereof,19,"manufactured by an Affiliate of Miltenyi, and further may subcontract the manufacturing of Miltenyi Product or any component thereof,",19,False,False
8,31,to a Subcontractor; provided that (i) Miltenyi shall reasonably take into account Bellicum’s written concerns regarding proposed,17,50.04999923706055,433.41619873046875,544.9494018554688,442.25372314453125,494.9244,8.86252,False,to a Subcontractor provided that i Miltenyi shall reasonably take into account Bellicums written concerns regarding proposed,17,to a Subcontractor; provided that (i) Miltenyi shall reasonably take into account Bellicum’s written concerns regarding proposed,17,False,False
8,32,Affiliate(s) or Subcontractor(s); and (ii) Miltenyi shall be solely and fully responsible for the performance of all delegated and,19,50.04999923706055,443.51580810546875,544.949951171875,452.35333251953125,494.92495,8.86252,False,Affiliates or Subcontractors and ii Miltenyi shall be solely and fully responsible for the performance of all delegated and,19,Affiliate(s) or Subcontractor(s); and (ii) Miltenyi shall be solely and fully responsible for the performance of all delegated and,19,False,False
8,33,"subcontracted activities by its Affiliates and Subcontractor(s), including compliance with the terms of this Agreement and the Quality",18,50.04999923706055,453.61541748046875,544.9497680664062,462.45294189453125,494.92477,8.86252,False,subcontracted activities by its Affiliates and Subcontractors including compliance with the terms of this Agreement and the Quality,18,"subcontracted activities by its Affiliates and Subcontractor(s), including compliance with the terms of this Agreement and the Quality",18,False,False
8,34,"Agreement (as applicable), and in no event shall any such delegation or subcontract release Miltenyi from any of its obligations under this",22,50.04999923706055,463.71600341796875,544.9496459960938,472.55352783203125,494.92465,8.86252,False,Agreement as applicable and in no event shall any such delegation or subcontract release Miltenyi from any of its obligations under this,22,"Agreement (as applicable), and in no event shall any such delegation or subcontract release Miltenyi from any of its obligations under this",22,False,False
8,35,Agreement. Miltenyi’s Subcontractors and Affiliates for the manufacture and/or supply of Miltenyi Products will be listed in the Quality,19,50.04999923706055,473.81561279296875,544.9500122070312,482.65313720703125,494.92501,8.86252,False,Agreement Miltenyis Subcontractors and Affiliates for the manufacture andor supply of Miltenyi Products will be listed in the Quality,19,Agreement. Miltenyi’s Subcontractors and Affiliates for the manufacture and/or supply of Miltenyi Products will be listed in the Quality,19,False,False
8,36,Agreement,1,50.04999923706055,483.91619873046875,88.5562515258789,492.75372314453125,38.53125,8.86252,False,Agreement,1,Agreement,1,False,False
8,37,2.6 Compliance.,2,50.04999923706055,501.59100341796875,107.1781234741211,510.42852783203125,57.15312,8.86252,False,26 Compliance,2,. Compliance.,2,False,False
8,38,"(a) Miltenyi shall have sole responsibility for ensuring, and shall ensure, that Miltenyi’s and its Affiliates’ and Subcontractors’ activities and",20,50.04999923706055,519.8966674804688,544.9500732421875,528.7341918945312,494.92507,8.86252,False,a Miltenyi shall have sole responsibility for ensuring and shall ensure that Miltenyis and its Affiliates and Subcontractors activities and,20,"(a) Miltenyi shall have sole responsibility for ensuring, and shall ensure, that Miltenyi’s and its Affiliates’ and Subcontractors’ activities and",20,False,False
8,39,performance in connection with the manufacture of Miltenyi Products and the supply of such Miltenyi Products to Bellicum under this,20,50.04999923706055,530.6281127929688,544.9497680664062,539.4656372070312,494.92477,8.86252,False,performance in connection with the manufacture of Miltenyi Products and the supply of such Miltenyi Products to Bellicum under this,20,performance in connection with the manufacture of Miltenyi Products and the supply of such Miltenyi Products to Bellicum under this,20,False,False
8,40,"Agreement are at all times in compliance with Applicable Laws. Without limiting the generality of the foregoing, it shall",19,50.04999923706055,540.7286987304688,472.3560485839844,549.5662231445312,422.33105,8.86252,False,Agreement are at all times in compliance with Applicable Laws Without limiting the generality of the foregoing it shall,19,"Agreement are at all times in compliance with Applicable Laws. Without limiting the generality of the foregoing, it shall",19,False,False
9,3,"be the sole responsibility of Miltenyi to obtain and maintain, and Miltenyi shall obtain and maintain, all licenses, permits, authorizations, or",21,50.04999923706055,101.37812805175781,544.9500732421875,110.21562957763672,494.92507,8.8625,False,be the sole responsibility of Miltenyi to obtain and maintain and Miltenyi shall obtain and maintain all licenses permits authorizations or,21,"be the sole responsibility of Miltenyi to obtain and maintain, and Miltenyi shall obtain and maintain, all licenses, permits, authorizations, or",21,False,False
9,4,"registrations required by Applicable Laws in order for Miltenyi, its Affiliates, and/or Subcontractors (as the case may be) to manufacture",20,50.04999923706055,111.47871398925781,544.949951171875,120.31621551513672,494.92495,8.8625,False,registrations required by Applicable Laws in order for Miltenyi its Affiliates andor Subcontractors as the case may be to manufacture,20,"registrations required by Applicable Laws in order for Miltenyi, its Affiliates, and/or Subcontractors (as the case may be) to manufacture",20,False,False
9,5,"and make Delivery of Miltenyi Products, except as otherwise provided in this Agreement, at Miltenyi’s expense.",16,50.04999923706055,121.57832336425781,448.368896484375,130.4158172607422,398.3439,8.86249,False,and make Delivery of Miltenyi Products except as otherwise provided in this Agreement at Miltenyis expense,16,"and make Delivery of Miltenyi Products, except as otherwise provided in this Agreement, at Miltenyi’s expense.",16,False,False
9,6,"(b) Bellicum shall have sole responsibility for ensuring, and shall ensure, that the use of the Miltenyi Products for their respective",21,50.04999923706055,139.2531280517578,544.94970703125,148.0906219482422,494.92471,8.86249,False,b Bellicum shall have sole responsibility for ensuring and shall ensure that the use of the Miltenyi Products for their respective,21,"(b) Bellicum shall have sole responsibility for ensuring, and shall ensure, that the use of the Miltenyi Products for their respective",21,False,False
9,7,"Permitted Use by Bellicum, its Subcontractors and Licensees (as the case may be) is at all times in compliance with Applicable Laws.",22,50.04999923706055,149.9845733642578,544.9498291015625,158.8220672607422,494.92483,8.86249,False,Permitted Use by Bellicum its Subcontractors and Licensees as the case may be is at all times in compliance with Applicable Laws,22,"Permitted Use by Bellicum, its Subcontractors and Licensees (as the case may be) is at all times in compliance with Applicable Laws.",22,False,False
9,8,"Without limiting the generality of the foregoing, it shall be the sole responsibility of Bellicum to obtain and maintain, and Bellicum shall",22,50.04999923706055,160.0851593017578,544.9501953125,168.9226531982422,494.9252,8.86249,False,Without limiting the generality of the foregoing it shall be the sole responsibility of Bellicum to obtain and maintain and Bellicum shall,22,"Without limiting the generality of the foregoing, it shall be the sole responsibility of Bellicum to obtain and maintain, and Bellicum shall",22,False,False
9,9,"obtain and maintain, all licenses, permits, authorizations, registrations, additional validations or additional testing required by Applicable",16,50.04999923706055,170.1847686767578,544.9495849609375,179.0222625732422,494.92459,8.86249,False,obtain and maintain all licenses permits authorizations registrations additional validations or additional testing required by Applicable,16,"obtain and maintain, all licenses, permits, authorizations, registrations, additional validations or additional testing required by Applicable",16,False,False
9,10,"Laws in order for Bellicum, its Subcontractors and Licensees to use the Miltenyi Products for the Permitted Use, at Bellicum’s expense.",21,50.04999923706055,180.2843780517578,544.9493408203125,189.1218719482422,494.92434,8.86249,False,Laws in order for Bellicum its Subcontractors and Licensees to use the Miltenyi Products for the Permitted Use at Bellicums expense,21,"Laws in order for Bellicum, its Subcontractors and Licensees to use the Miltenyi Products for the Permitted Use, at Bellicum’s expense.",21,False,False
9,11,"Miltenyi shall comply with all reasonable requests for assistance by Bellicum in connection with Bellicum’s efforts to obtain such licenses,",20,50.04999923706055,190.3849639892578,544.9503173828125,199.2224578857422,494.92532,8.86249,False,Miltenyi shall comply with all reasonable requests for assistance by Bellicum in connection with Bellicums efforts to obtain such licenses,20,"Miltenyi shall comply with all reasonable requests for assistance by Bellicum in connection with Bellicum’s efforts to obtain such licenses,",20,False,False
9,12,"permits, authorizations, registrations, additional validations or additional testing, to the extent applicable to the Miltenyi Products; provided",17,50.04999923706055,200.4845733642578,544.9503784179688,209.3220672607422,494.92538,8.86249,False,permits authorizations registrations additional validations or additional testing to the extent applicable to the Miltenyi Products provided,17,"permits, authorizations, registrations, additional validations or additional testing, to the extent applicable to the Miltenyi Products; provided",17,False,False
9,13,that the Parties shall agree on the scope of such assistance to be provided by Miltenyi and upon the reasonable costs to be paid by,25,50.04999923706055,210.5851593017578,544.9502563476562,219.4226531982422,494.92526,8.86249,False,that the Parties shall agree on the scope of such assistance to be provided by Miltenyi and upon the reasonable costs to be paid by,25,that the Parties shall agree on the scope of such assistance to be provided by Miltenyi and upon the reasonable costs to be paid by,25,False,False
